step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
189,PAYMENT,4267.31,C474679889,0.0,0.0,M192313148,0.0,0.0,0,0
201,PAYMENT,18181.23,C1052712571,0.0,0.0,M243167220,0.0,0.0,0,0
255,CASH_IN,133500.86,C229007601,24053.17,157554.03,C482255396,848676.17,1134021.97,0,0
276,CASH_OUT,7832.09,C1262668971,0.0,0.0,C615238056,427319.08,435151.17,0,0
47,CASH_OUT,147841.48,C1069112177,0.0,0.0,C503940936,480748.7,628590.18,0,0
20,CASH_OUT,306450.14,C1543152835,8595.0,0.0,C1200569103,0.0,306450.14,0,0
538,CASH_OUT,64607.69,C997992445,58983.0,0.0,C87314559,4679854.42,4744462.1,0,0
399,CASH_IN,342880.18,C2120146079,81092.0,423972.18,C2112096423,203347.41,0.0,0,0
213,PAYMENT,21507.69,C2126337789,37072.69,15565.0,M1461499638,0.0,0.0,0,0
397,PAYMENT,6340.43,C1268913839,0.0,0.0,M134711219,0.0,0.0,0,0
179,CASH_IN,125934.36,C1254519154,3898456.38,4024390.74,C2049999068,1080497.89,954563.53,0,0
212,CASH_IN,31674.79,C956636266,559.0,32233.79,C2133384710,7101951.31,7070276.52,0,0
256,CASH_IN,394673.78,C291796106,108.0,394781.78,C2013378586,1387976.58,993302.8,0,0
403,PAYMENT,29021.61,C548554487,21524.0,0.0,M929853177,0.0,0.0,0,0
253,PAYMENT,5627.53,C1764417597,0.0,0.0,M1904576253,0.0,0.0,0,0
317,CASH_OUT,7535.58,C2046264393,7535.58,0.0,C592516907,44609.54,52145.11,1,0
355,CASH_OUT,69577.55,C83842770,0.0,0.0,C612438976,288407.23,357984.79,0,0
349,TRANSFER,287418.03,C1653727151,0.0,0.0,C1501325499,3306877.41,3594295.45,0,0
250,CASH_OUT,113278.04,C1532848861,21372.0,0.0,C1268359000,0.0,113278.04,0,0
351,PAYMENT,71.6,C246856288,0.0,0.0,M1726078410,0.0,0.0,0,0
9,CASH_OUT,513625.95,C1611058489,12561.0,0.0,C794358930,17469.41,436980.32,0,0
690,CASH_IN,16380.24,C192927942,5290123.15,5306503.39,C1294728430,158309.39,141929.15,0,0
207,CASH_IN,163089.45,C21808076,431.0,163520.45,C1856349448,246782.29,83692.84,0,0
140,CASH_OUT,142589.84,C2120606040,0.0,0.0,C834741793,2058362.32,2200952.16,0,0
415,CASH_OUT,23236.49,C631901150,23236.49,0.0,C705161174,179969.72,203206.21,1,0
405,CASH_IN,123579.1,C1596971581,5832379.61,5955958.71,C1140767208,957657.7,834078.59,0,0
279,PAYMENT,2704.36,C1651237467,278488.58,275784.22,M1014667685,0.0,0.0,0,0
367,CASH_OUT,902483.91,C1202457928,902483.91,0.0,C2142717530,2271023.91,3173507.82,1,0
328,CASH_OUT,209041.63,C139616071,8905.0,0.0,C1115151721,0.0,209041.63,0,0
402,PAYMENT,6247.78,C412927880,0.0,0.0,M1001645686,0.0,0.0,0,0
378,PAYMENT,11684.63,C840409144,447.0,0.0,M1328391526,0.0,0.0,0,0
15,CASH_OUT,211394.45,C861896582,31304.0,0.0,C237784627,248.0,211642.45,0,0
133,PAYMENT,826.09,C1174600678,0.0,0.0,M2073043645,0.0,0.0,0,0
298,CASH_OUT,101933.05,C898544683,151.0,0.0,C1357096230,53484.49,155417.54,0,0
33,TRANSFER,3295227.84,C1152596026,3295227.84,0.0,C1976114093,0.0,0.0,1,0
305,CASH_OUT,213533.2,C1432646090,1213.0,0.0,C50113111,342136.25,555669.45,0,0
420,CASH_IN,82962.63,C749768406,5592330.56,5675293.18,C761517516,2063694.92,1980732.3,0,0
354,PAYMENT,7536.67,C261470130,0.0,0.0,M1074251099,0.0,0.0,0,0
19,TRANSFER,3477438.49,C767243506,3477438.49,0.0,C1532877354,0.0,0.0,1,0
399,CASH_OUT,156885.21,C168426127,0.0,0.0,C806418780,230980.93,387866.14,0,0
237,TRANSFER,321241.84,C1552999118,321241.84,0.0,C1921706460,0.0,0.0,1,0
163,TRANSFER,779685.79,C1080467704,19512.0,0.0,C1602853562,63521.54,843207.34,0,0
254,CASH_IN,253354.54,C1109631708,414.0,253768.54,C24017496,1717149.08,1463794.54,0,0
208,CASH_OUT,213600.63,C1896759768,0.0,0.0,C415731507,1422719.66,1636320.3,0,0
12,PAYMENT,13410.54,C1256499805,152869.21,139458.67,M260842962,0.0,0.0,0,0
256,TRANSFER,634237.53,C1749786463,0.0,0.0,C1228262153,1659912.92,2294150.44,0,0
301,PAYMENT,1324.94,C1527696896,0.0,0.0,M544608514,0.0,0.0,0,0
185,TRANSFER,345142.96,C289002516,0.0,0.0,C354631914,1975957.11,2321100.07,0,0
329,CASH_OUT,245852.72,C1240361745,0.0,0.0,C176397641,1387801.15,1633653.87,0,0
352,PAYMENT,1416.92,C41587712,172461.86,171044.94,M711951585,0.0,0.0,0,0
162,CASH_OUT,252673.35,C2088846708,349536.0,96862.65,C1322428585,0.0,252673.35,0,0
408,PAYMENT,24507.55,C878619034,288.94,0.0,M1767022678,0.0,0.0,0,0
394,CASH_IN,318520.6,C244143906,4005.0,322525.6,C1728919473,47423.62,0.0,0,0
211,CASH_IN,44429.88,C395426856,209.0,44638.88,C94639952,1096203.16,891459.13,0,0
34,CASH_OUT,4740.25,C567587096,0.0,0.0,C9874612,486820.52,301703.03,0,0
613,CASH_OUT,327791.14,C1118147077,327791.14,0.0,C1575522252,175013.26,502804.4,1,0
284,CASH_IN,392766.25,C48118432,2019381.71,2412147.96,C1097388630,2467366.44,2074600.19,0,0
19,PAYMENT,12270.33,C1943757613,7595.0,0.0,M1730428509,0.0,0.0,0,0
258,PAYMENT,324.53,C889559104,48729.91,48405.38,M259599927,0.0,0.0,0,0
592,DEBIT,5593.85,C1374248377,14697.0,9103.15,C100024863,682356.11,687949.96,0,0
350,CASH_IN,57762.33,C312871744,1759654.6,1817416.92,C1824834108,8685684.56,8627922.23,0,0
298,CASH_OUT,19481.66,C442298938,9311.0,0.0,C38313107,354072.18,373553.84,0,0
332,PAYMENT,12155.9,C1537789158,0.0,0.0,M1770622984,0.0,0.0,0,0
399,PAYMENT,26067.38,C812049215,1190.0,0.0,M1813626735,0.0,0.0,0,0
540,PAYMENT,697.12,C280251012,27062.0,26364.88,M778773777,0.0,0.0,0,0
252,CASH_IN,105174.42,C1872756644,2729169.0,2834343.43,C2114229585,327834.23,222659.81,0,0
183,CASH_OUT,153560.34,C1184451957,0.0,0.0,C1608735206,488968.75,642529.09,0,0
277,CASH_OUT,239121.18,C2047697635,0.0,0.0,C53443461,250452.44,489573.62,0,0
262,PAYMENT,122.54,C945345436,107354.0,107231.46,M394903767,0.0,0.0,0,0
177,PAYMENT,2538.14,C1758771012,2582.0,43.86,M692109729,0.0,0.0,0,0
299,PAYMENT,10396.44,C740764473,0.0,0.0,M26259572,0.0,0.0,0,0
404,PAYMENT,26276.22,C688768491,227103.52,200827.3,M1795311891,0.0,0.0,0,0
400,PAYMENT,58604.09,C1759469057,158444.07,99839.98,M1472663041,0.0,0.0,0,0
514,CASH_OUT,183792.2,C1492091308,10945.0,0.0,C716774747,3280656.76,3464448.96,0,0
667,CASH_OUT,144.73,C1888274147,205326.0,205181.27,C16845215,114086.85,114231.58,0,0
252,PAYMENT,6106.42,C1599716286,199511.35,193404.94,M1662427099,0.0,0.0,0,0
235,CASH_OUT,152830.32,C1479000801,0.0,0.0,C516990910,1612892.38,1765722.7,0,0
146,CASH_IN,141639.66,C837178732,6991371.48,7133011.14,C1740509828,436513.39,294873.72,0,0
321,CASH_IN,75075.91,C1227377311,21179.0,96254.91,C432352923,2674715.21,2599639.3,0,0
252,PAYMENT,13538.8,C835240491,11648.0,0.0,M797370584,0.0,0.0,0,0
395,CASH_OUT,61978.32,C119020967,0.0,0.0,C1758375655,267984.21,329962.53,0,0
276,PAYMENT,9700.16,C1041761015,25383.0,15682.84,M920292423,0.0,0.0,0,0
185,CASH_OUT,80348.36,C878473014,41925.0,0.0,C1646392302,137858.73,218207.08,0,0
373,CASH_IN,242030.09,C327968675,9325194.11,9567224.2,C1281055286,483873.6,241843.51,0,0
177,CASH_OUT,178732.41,C659631962,118188.0,0.0,C597008764,0.0,178732.41,0,0
325,PAYMENT,38132.17,C1307378047,0.0,0.0,M1685379733,0.0,0.0,0,0
255,CASH_OUT,31762.19,C1069063335,0.0,0.0,C44906633,1210850.93,1242613.12,0,0
249,PAYMENT,28270.22,C73254708,0.0,0.0,M290138528,0.0,0.0,0,0
540,CASH_OUT,47481.9,C1703320349,0.0,0.0,C743882634,744897.64,792379.54,0,0
159,CASH_IN,136776.42,C1189920647,22850279.0,22987055.42,C299807793,1885636.86,1748860.44,0,0
284,TRANSFER,741277.85,C1574461768,741277.85,0.0,C16659988,0.0,0.0,1,0
395,CASH_IN,10535.64,C251937757,6899442.14,6909977.78,C732261836,102793.98,92258.35,0,0
136,TRANSFER,2126640.1,C476317878,0.0,0.0,C1369016812,2237271.49,4363911.59,0,0
33,PAYMENT,11290.06,C1154661403,36051.0,24760.94,M1242381686,0.0,0.0,0,0
402,CASH_IN,91164.6,C1006717276,10924.0,102088.6,C684618941,0.0,0.0,0,0
656,CASH_IN,142930.52,C511048832,6064140.62,6207071.14,C492470371,2237628.5,2094697.98,0,0
179,CASH_OUT,239068.53,C8151714,0.0,0.0,C102751643,1403278.39,1642346.91,0,0
299,PAYMENT,32385.1,C708116029,40154.0,7768.9,M1053179390,0.0,0.0,0,0
234,PAYMENT,17421.25,C1658019186,55207.72,37786.47,M1999809840,0.0,0.0,0,0
327,CASH_IN,63425.45,C1302158794,8404103.55,8467529.01,C1271719544,1050781.06,987355.61,0,0
178,CASH_OUT,577640.07,C802618136,71725.0,0.0,C2071187162,158841.64,736481.7,0,0
297,CASH_IN,73315.47,C1150555935,639641.0,712956.47,C364042504,755934.43,682618.96,0,0
703,CASH_OUT,337287.72,C976181773,337287.72,0.0,C497482843,32681.26,369968.98,1,0
252,CASH_OUT,104276.63,C1282559476,0.0,0.0,C1727909238,3564563.77,3813016.26,0,0
280,PAYMENT,8432.76,C1177662496,61758.0,53325.24,M1851304843,0.0,0.0,0,0
157,CASH_OUT,8520.33,C175672070,0.0,0.0,C1328195338,854237.97,1205094.73,0,0
401,PAYMENT,9813.34,C725327109,0.0,0.0,M2072033007,0.0,0.0,0,0
408,PAYMENT,4381.63,C57651531,63770.0,59388.37,M374524864,0.0,0.0,0,0
11,PAYMENT,8462.16,C1174846125,0.0,0.0,M637819042,0.0,0.0,0,0
162,PAYMENT,10034.22,C764319007,39961.0,29926.78,M1438162290,0.0,0.0,0,0
45,DEBIT,2884.33,C2119042675,0.0,0.0,C1465968560,5764616.36,5767500.69,0,0
17,PAYMENT,17339.53,C1801118794,100889.0,83549.47,M1266509073,0.0,0.0,0,0
140,CASH_IN,79457.69,C1965459775,42019.0,121476.69,C462228528,0.0,0.0,0,0
274,CASH_OUT,70753.9,C1421336308,70753.9,0.0,C1662149928,0.0,70753.9,1,0
161,CASH_IN,152264.79,C403400411,7311799.52,7464064.31,C42980817,425233.96,272969.17,0,0
134,PAYMENT,7169.78,C1530837267,0.0,0.0,M1388198132,0.0,0.0,0,0
595,PAYMENT,5733.6,C1127215034,20870.0,15136.4,M1967813045,0.0,0.0,0,0
181,CASH_OUT,18048.04,C114291207,0.0,0.0,C1508054425,541040.68,559088.72,0,0
270,TRANSFER,134623.95,C1664606481,134623.95,0.0,C1000039615,0.0,0.0,1,0
259,CASH_IN,17542.37,C436863585,16115235.19,16132777.57,C2101020807,2571873.89,2554331.52,0,0
37,CASH_OUT,54596.37,C874641660,0.0,0.0,C1436705538,77693.18,132289.56,0,0
351,TRANSFER,6721321.33,C1914099833,6721321.33,0.0,C1517275009,0.0,0.0,1,0
161,CASH_OUT,70231.3,C1397624720,0.0,0.0,C448070390,791437.76,861669.07,0,0
228,PAYMENT,31074.77,C1228372777,174747.0,143672.23,M8310887,0.0,0.0,0,0
371,PAYMENT,5546.04,C1895030295,0.0,0.0,M1081633885,0.0,0.0,0,0
211,CASH_OUT,76483.35,C1043630492,0.0,0.0,C1244305302,5303430.55,5379913.9,0,0
347,CASH_IN,23832.75,C732302754,1314.0,25146.75,C1460939607,286987.26,263154.51,0,0
253,CASH_IN,241016.19,C1261738314,244853.0,485869.19,C191000365,2434471.58,2193455.39,0,0
373,CASH_IN,202704.1,C908147747,49544.0,252248.1,C431651423,4258625.49,4055921.39,0,0
42,PAYMENT,13107.31,C150545118,975148.77,962041.46,M99326213,0.0,0.0,0,0
231,CASH_OUT,264150.62,C1555023369,0.0,0.0,C2061361426,1824686.87,2088837.5,0,0
269,TRANSFER,1314897.11,C353673917,1314897.11,0.0,C1556017214,0.0,0.0,1,0
329,CASH_OUT,182159.56,C32628272,340213.0,158053.44,C2078602116,848157.3,1030316.85,0,0
40,TRANSFER,695436.9,C1740571289,11448.68,0.0,C761579356,1139300.35,1834737.25,0,0
137,PAYMENT,51680.7,C151179513,243532.79,191852.09,M1730703519,0.0,0.0,0,0
261,CASH_OUT,105677.03,C1479566261,0.0,0.0,C352206686,2456909.13,2562586.16,0,0
213,PAYMENT,9770.15,C502501433,5334.0,0.0,M549233326,0.0,0.0,0,0
348,PAYMENT,14129.62,C1039011344,9301.0,0.0,M1034435203,0.0,0.0,0,0
572,CASH_OUT,82504.16,C364720575,82504.16,0.0,C911165143,190860.62,273364.78,1,0
404,PAYMENT,8910.65,C1491578992,219970.0,211059.35,M104119871,0.0,0.0,0,0
156,CASH_OUT,111866.73,C923134799,10189.0,0.0,C1509547539,875759.62,859989.99,0,0
38,CASH_IN,79798.56,C1332980795,3666865.7,3746664.27,C1636820913,672845.95,622814.23,0,0
255,PAYMENT,10507.15,C1834794529,0.0,0.0,M511469316,0.0,0.0,0,0
279,CASH_IN,160494.33,C457506643,1450696.38,1611190.72,C1369941160,196000.16,35505.82,0,0
589,CASH_OUT,51829.2,C1007372776,3236.0,0.0,C66455994,185438.41,237267.61,0,0
544,CASH_OUT,103559.4,C2133767560,128146.0,24586.6,C1393624615,7147.73,110707.12,0,0
334,CASH_OUT,79251.24,C763413770,44683.0,0.0,C842545982,592236.25,671487.49,0,0
394,CASH_IN,696327.01,C2086596011,459.0,696786.01,C1300515723,0.0,0.0,0,0
235,PAYMENT,674.71,C1219243366,0.0,0.0,M1761055523,0.0,0.0,0,0
161,TRANSFER,10000000.0,C831325954,11336901.11,1336901.11,C1166671647,0.0,0.0,1,0
275,CASH_OUT,326198.97,C1677559682,534426.0,208227.03,C22890079,0.0,326198.97,0,0
255,PAYMENT,13288.18,C1923273976,10315.0,0.0,M1602780315,0.0,0.0,0,0
163,CASH_IN,337044.87,C1482780278,40156.0,377200.87,C2019569707,11556.98,0.0,0,0
256,CASH_IN,54559.12,C428498801,917416.9,971976.02,C756951826,304226.28,249667.16,0,0
229,CASH_OUT,143332.0,C159990458,143332.0,0.0,C1025108799,482652.15,716367.34,1,0
121,TRANSFER,936976.86,C415681195,936976.86,0.0,C243023678,0.0,0.0,1,0
238,CASH_IN,80190.63,C1013342009,8647866.37,8728057.0,C1684577650,604568.53,524377.89,0,0
120,PAYMENT,4444.65,C6417076,515.0,0.0,M1265327793,0.0,0.0,0,0
183,TRANSFER,160920.69,C2048307222,71391.52,0.0,C197017695,1653741.56,1814662.25,0,0
329,PAYMENT,38681.5,C1286842904,59467.0,20785.5,M539516595,0.0,0.0,0,0
182,CASH_OUT,173767.77,C1820674015,0.0,0.0,C1780333728,5746343.72,5920111.48,0,0
334,PAYMENT,17314.29,C792823926,6960.0,0.0,M294565516,0.0,0.0,0,0
260,PAYMENT,2775.25,C1077554732,59836.0,57060.75,M567833650,0.0,0.0,0,0
188,CASH_IN,210219.54,C1442207392,2908442.89,3118662.43,C759278052,641613.97,431394.43,0,0
520,TRANSFER,2871898.5,C955101286,2871898.5,0.0,C1205312123,0.0,0.0,1,0
43,PAYMENT,191.74,C1712903672,0.0,0.0,M385511427,0.0,0.0,0,0
403,PAYMENT,38501.78,C1028061031,10574.0,0.0,M441317045,0.0,0.0,0,0
687,CASH_IN,276960.14,C753805887,4530.0,281490.14,C1710525846,501341.44,224381.3,0,0
154,PAYMENT,26210.93,C1832777631,250906.38,224695.44,M1796810296,0.0,0.0,0,0
38,PAYMENT,4709.36,C353751289,0.0,0.0,M1971068503,0.0,0.0,0,0
79,CASH_OUT,61178.51,C216625470,61178.51,0.0,C1897901588,238787.35,299965.86,1,0
208,CASH_OUT,84345.5,C1877528847,0.0,0.0,C1003999946,3908616.31,3992961.81,0,0
349,CASH_IN,464602.58,C1906560531,3806517.6,4271120.19,C655908281,1061331.13,596728.55,0,0
402,CASH_OUT,193881.19,C2006591627,116377.0,0.0,C1419102945,0.0,193881.19,0,0
394,CASH_OUT,167945.85,C1802935028,0.0,0.0,C272576449,12556946.77,12724892.62,0,0
544,DEBIT,3504.65,C1794835295,51218.0,47713.35,C225990496,1547770.42,1551275.07,0,0
259,PAYMENT,7165.39,C369013612,22437.49,15272.11,M534285344,0.0,0.0,0,0
329,PAYMENT,15977.08,C1893512468,0.0,0.0,M1998907684,0.0,0.0,0,0
329,CASH_IN,64663.76,C1727181123,1280132.3,1344796.06,C49741807,2293231.79,2228568.03,0,0
566,PAYMENT,13872.88,C1828668778,271817.96,257945.08,M1937701403,0.0,0.0,0,0
181,PAYMENT,6725.23,C491769488,11433.0,4707.77,M1670432620,0.0,0.0,0,0
35,TRANSFER,1669851.85,C372055146,0.0,0.0,C1660526430,4425021.37,6094873.22,0,0
40,TRANSFER,552498.83,C1733125382,180320.26,0.0,C1141364390,1361005.96,1913504.79,0,0
43,PAYMENT,37545.38,C37882102,277295.0,239749.62,M1520332415,0.0,0.0,0,0
164,CASH_IN,152195.37,C608219722,720959.17,873154.54,C1498593833,966482.69,814287.32,0,0
228,TRANSFER,451718.08,C714913429,11778.0,0.0,C1393088405,49393.6,501111.68,0,0
161,PAYMENT,19633.26,C105775343,0.0,0.0,M2045362660,0.0,0.0,0,0
347,PAYMENT,5893.58,C2083817166,0.0,0.0,M1436285650,0.0,0.0,0,0
206,CASH_OUT,238413.47,C1914039516,90231.75,0.0,C337586004,526971.42,765384.89,0,0
43,PAYMENT,1359.42,C1630641515,0.0,0.0,M1042889721,0.0,0.0,0,0
183,CASH_OUT,104257.76,C188744869,0.0,0.0,C105968662,1809053.29,1913311.05,0,0
204,CASH_OUT,86977.08,C1574064114,17347.0,0.0,C404212561,0.0,86977.08,0,0
12,CASH_OUT,155580.74,C1171618572,0.0,0.0,C535222720,2355440.37,2817763.7,0,0
370,CASH_IN,52726.45,C492511069,43079.0,95805.45,C1582546326,0.0,0.0,0,0
254,CASH_OUT,351043.07,C1106509980,116619.0,0.0,C1926619681,47723.82,398766.88,0,0
37,CASH_OUT,211870.74,C844890230,0.0,0.0,C276191877,1772602.67,1939593.42,0,0
322,TRANSFER,7493801.78,C1904532406,0.0,0.0,C760134877,8639967.86,16133769.64,0,0
40,CASH_IN,273928.87,C1822864932,9339847.14,9613776.01,C1668385603,530045.7,765750.93,0,0
17,CASH_OUT,222289.59,C250883943,22343.0,0.0,C1118332985,0.0,222289.59,0,0
108,CASH_OUT,566142.89,C501067498,566142.89,0.0,C2079441909,1344558.46,1910701.34,1,0
188,PAYMENT,9645.27,C500438048,430.0,0.0,M1317805206,0.0,0.0,0,0
324,CASH_OUT,139910.34,C1031350044,0.0,0.0,C394942997,433988.02,573898.36,0,0
179,TRANSFER,776426.66,C2084101815,332223.32,0.0,C280226418,2988636.53,3765063.19,0,0
208,CASH_IN,223633.33,C1033041376,11511059.9,11734693.23,C1918267415,1738534.33,1514900.99,0,0
396,CASH_IN,18536.88,C39328922,12837.0,31373.88,C1282339106,6833408.57,6814871.7,0,0
613,TRANSFER,1892137.66,C1387416875,1892137.66,0.0,C1999528314,0.0,0.0,1,0
136,CASH_OUT,228366.86,C182381369,0.0,0.0,C584089807,247042.19,475409.04,0,0
405,CASH_OUT,169558.34,C1417214201,13027.93,0.0,C438777034,437547.26,607105.6,0,0
38,CASH_OUT,500213.51,C1716283554,229725.0,0.0,C1376144743,437034.65,937248.15,0,0
207,CASH_OUT,405.56,C1700916573,226714.44,226308.88,C991067880,805584.36,805989.92,0,0
258,CASH_IN,214150.79,C2098138736,41743.0,255893.79,C964770416,0.0,0.0,0,0
15,CASH_OUT,34492.73,C2065411884,0.0,0.0,C83851825,275281.09,475352.85,0,0
281,CASH_OUT,22989.71,C1918384445,0.0,0.0,C1468073953,1093380.83,1116370.55,0,0
349,PAYMENT,8337.93,C1506689061,439431.0,431093.07,M554584850,0.0,0.0,0,0
15,PAYMENT,13822.6,C287942736,25796.0,11973.4,M877858264,0.0,0.0,0,0
184,PAYMENT,10333.83,C432486983,0.0,0.0,M1509303965,0.0,0.0,0,0
371,CASH_OUT,130882.76,C1066315712,0.0,0.0,C1591256960,3421083.65,3551966.41,0,0
231,PAYMENT,1634.14,C61421013,10127.0,8492.86,M232557885,0.0,0.0,0,0
356,PAYMENT,9843.29,C359398463,25754.0,15910.71,M1128983505,0.0,0.0,0,0
460,CASH_OUT,1424002.7,C9486206,1424002.7,0.0,C2094181723,11407.5,1435410.19,1,0
249,CASH_IN,51821.01,C773124696,5204544.96,5256365.97,C1564228637,98258.46,46437.45,0,0
352,PAYMENT,12419.99,C1518032354,293.0,0.0,M2024100162,0.0,0.0,0,0
179,CASH_OUT,258613.38,C1347660612,92053.0,0.0,C380478208,528441.11,787054.49,0,0
548,CASH_OUT,39068.49,C1053145775,0.0,0.0,C1802696449,1097829.09,1136897.58,0,0
306,CASH_IN,288188.67,C2040255033,132305.0,420493.67,C718415170,102082.82,0.0,0,0
25,TRANSFER,938309.28,C671192225,3205.0,0.0,C672923509,125481.47,1063790.75,0,0
17,PAYMENT,18361.13,C987835991,93849.15,75488.02,M1227509570,0.0,0.0,0,0
130,TRANSFER,321712.19,C1390462767,0.0,0.0,C874144172,4789031.02,5110743.21,0,0
36,CASH_OUT,320205.6,C1767542468,0.0,0.0,C1535007005,623617.34,1130032.26,0,0
492,CASH_OUT,603553.22,C1076131133,0.0,0.0,C262981368,1079985.52,1683538.74,0,0
619,TRANSFER,595854.2,C1100776599,595854.2,0.0,C385080311,0.0,0.0,1,0
93,PAYMENT,6343.02,C1285589221,1054.0,0.0,M112751194,0.0,0.0,0,0
688,CASH_IN,284696.83,C1208579262,136455.0,421151.83,C1959560137,480646.32,195949.49,0,0
154,CASH_OUT,212603.04,C834706204,0.0,0.0,C84066241,338946.17,551549.2,0,0
393,CASH_IN,62741.26,C949544745,147707.0,210448.26,C1993508565,0.0,0.0,0,0
596,DEBIT,6914.54,C2123161808,0.0,0.0,C749488373,3821549.18,3828463.72,0,0
16,CASH_IN,23537.6,C1243995963,2715690.67,2739228.27,C196583373,336249.79,312712.19,0,0
251,PAYMENT,14202.7,C1766147337,0.0,0.0,M1983329847,0.0,0.0,0,0
42,PAYMENT,8814.44,C1749487188,145535.5,136721.06,M1095770826,0.0,0.0,0,0
382,CASH_IN,174460.67,C1834473109,8473056.88,8647517.55,C2127533861,1181371.24,1006910.57,0,0
164,PAYMENT,3118.65,C1838947777,277359.33,274240.68,M601947647,0.0,0.0,0,0
335,TRANSFER,954125.48,C1263395708,0.0,0.0,C1811046916,1365715.27,2319840.75,0,0
490,CASH_OUT,1927403.83,C630013429,1927403.83,0.0,C1658435128,0.0,1927403.83,1,0
328,CASH_OUT,95549.82,C590201870,0.0,0.0,C1753221242,268940.74,364490.56,0,0
285,CASH_IN,329288.85,C273255522,9485484.29,9814773.14,C1016060070,1540755.64,1211466.79,0,0
154,CASH_OUT,281263.15,C1431297118,31716.0,0.0,C1907748826,0.0,281263.15,0,0
380,CASH_OUT,178864.47,C951665065,0.0,0.0,C432208827,8229734.17,8408598.65,0,0
728,TRANSFER,6322399.97,C1838430036,6322399.97,0.0,C432858723,0.0,0.0,1,0
400,PAYMENT,10383.11,C686975756,0.0,0.0,M983927101,0.0,0.0,0,0
306,TRANSFER,917993.9,C277291899,21067.0,0.0,C760607480,0.0,917993.9,0,0
42,CASH_OUT,394342.62,C1715043539,27053.5,0.0,C1611316951,407252.04,846584.43,0,0
325,TRANSFER,1445166.74,C757889087,1445166.74,0.0,C688244166,0.0,0.0,1,0
365,TRANSFER,86258.11,C1449357986,86258.11,0.0,C185244782,0.0,0.0,1,0
259,CASH_IN,11922.96,C1857326417,54087.0,66009.96,C1384054879,0.0,0.0,0,0
20,PAYMENT,344.04,C1185443149,39819.0,39474.96,M421911360,0.0,0.0,0,0
202,TRANSFER,323265.79,C1737476949,93901.57,0.0,C1137861984,1083639.5,1406905.29,0,0
253,CASH_OUT,2415826.18,C445430208,2415826.18,0.0,C267089577,389260.33,2805086.51,1,0
640,CASH_IN,267971.09,C334105636,48015.0,315986.09,C954040958,89552.89,0.0,0,0
154,CASH_OUT,188298.09,C1521728699,11210.0,0.0,C162059134,0.0,188298.09,0,0
300,CASH_IN,112943.73,C207853182,19158.0,132101.73,C655190486,549795.19,436851.46,0,0
22,PAYMENT,12877.22,C1058406915,740280.0,727402.78,M1685735358,0.0,0.0,0,0
307,PAYMENT,12555.27,C2077779536,0.0,0.0,M1130317975,0.0,0.0,0,0
131,CASH_OUT,42496.58,C2106526204,0.0,0.0,C880711835,538845.72,581342.3,0,0
119,CASH_OUT,2040209.74,C248036406,2040209.74,0.0,C646526180,11240377.72,13280587.46,1,0
260,CASH_OUT,224964.85,C871130750,10834.0,0.0,C440141810,0.0,224964.85,0,0
8,CASH_OUT,15808.02,C1311336999,0.0,0.0,C485423874,73507.28,89315.3,0,0
10,CASH_IN,306069.37,C954200212,30735.0,336804.37,C877277085,32902.0,0.0,0,0
346,PAYMENT,2316.26,C1381966334,3472.16,1155.9,M1031232898,0.0,0.0,0,0
448,TRANSFER,24939.41,C1134556801,477353.0,452413.59,C1912843951,13011807.41,13036746.82,0,0
236,CASH_OUT,6380.8,C622064753,53642.0,47261.2,C853359906,560372.09,566752.89,0,0
9,CASH_OUT,11308.0,C921533797,11308.0,0.0,C424669538,0.0,302550.56,1,0
206,CASH_IN,181887.45,C1301200002,20754625.35,20936512.8,C103183045,211779.36,29891.91,0,0
156,CASH_OUT,272855.01,C2039483853,0.0,0.0,C120242748,2475678.2,2748533.21,0,0
232,TRANSFER,263264.99,C1008808367,0.0,0.0,C22992294,605620.96,868885.95,0,0
133,CASH_OUT,298403.53,C606301780,58558.0,0.0,C1051223589,0.0,298403.53,0,0
239,CASH_OUT,63944.13,C963749685,63944.13,0.0,C816242963,3034987.39,3098931.52,1,0
39,CASH_OUT,256729.19,C817623577,0.0,0.0,C1903646682,2274633.93,2531363.13,0,0
254,CASH_OUT,297494.02,C1194431099,0.0,0.0,C1453308827,3124081.22,3421575.25,0,0
206,TRANSFER,990630.25,C185633643,990630.25,0.0,C125986945,0.0,0.0,1,0
129,CASH_OUT,617668.37,C426002729,617668.37,0.0,C1313381818,108637.75,975065.21,1,0
162,CASH_OUT,268658.44,C1745660843,383897.0,115238.56,C299884411,552835.93,1458248.62,0,0
132,PAYMENT,22173.62,C666227771,0.0,0.0,M151537842,0.0,0.0,0,0
216,TRANSFER,1484280.73,C1990030669,0.0,0.0,C627387758,5168691.29,6652972.02,0,0
40,CASH_OUT,2757431.53,C82669876,2757431.53,0.0,C1462250062,0.0,2757431.53,1,0
348,PAYMENT,27568.78,C1804085972,329937.3,302368.53,M382568137,0.0,0.0,0,0
155,CASH_IN,30742.57,C251766584,3892684.63,3923427.2,C1717581185,2197186.84,2166444.27,0,0
35,PAYMENT,17303.96,C356970118,374.0,0.0,M1737005833,0.0,0.0,0,0
85,TRANSFER,4094.07,C810305173,4094.07,0.0,C600417404,0.0,0.0,1,0
